Cde;Dt;Livraison;Client ID;Produit ID;Qty;Rabais;Mode Livraison
US-2022-112347;02/12/2022;06/12/2022;BS-11380;OFF-ST-10003306;1;20 %;Standard Class
CA-2022-102379;02/12/2022;07/12/2022;BB-11545;TEC-PH-10001448;1;20 %;Standard Class
CA-2022-165715;02/12/2022;06/12/2022;BG-11035;OFF-AR-10003903;1;20 %;Standard Class
CA-2022-167871;18/11/2022;23/11/2022;AF-10870;OFF-PA-10001977;1;20 %;Standard Class
CA-2022-127782;02/11/2022;07/11/2022;TH-21115;FUR-FU-10001847;1;20 %;Standard Class
CA-2022-134880;27/10/2022;31/10/2022;TW-21025;OFF-PA-10004039;1;20 %;Standard Class
CA-2022-105487;08/10/2022;14/10/2022;CS-12250;TEC-PH-10001336;1;20 %;Standard Class
CA-2022-158036;08/09/2022;12/09/2022;DB-13555;TEC-AC-10002558;1;20 %;Standard Class
CA-2022-159884;31/08/2022;06/09/2022;JF-15490;OFF-ST-10000344;1;20 %;Standard Class
CA-2022-133501;27/08/2022;04/09/2022;DK-12895;OFF-PA-10004888;1;20 %;Standard Class
US-2022-114356;20/08/2022;28/08/2022;TT-21460;TEC-PH-10003171;1;20 %;Standard Class
CA-2022-125640;25/07/2022;31/07/2022;DD-13570;OFF-LA-10004178;1;20 %;Standard Class
CA-2022-106047;12/07/2022;17/07/2022;CS-11860;OFF-PA-10000791;1;20 %;Standard Class
US-2022-126081;29/06/2022;03/07/2022;FC-14335;OFF-PA-10003953;1;20 %;Standard Class
CA-2022-141992;19/06/2022;25/06/2022;FO-14305;OFF-SU-10002557;1;20 %;Standard Class
CA-2022-121125;30/05/2022;03/06/2022;MG-17890;TEC-PH-10001619;1;20 %;Standard Class
CA-2022-122077;19/05/2022;24/05/2022;JF-15295;TEC-PH-10003811;1;20 %;Standard Class
CA-2022-160962;28/04/2022;03/05/2022;MC-17605;OFF-ST-10001325;1;20 %;Standard Class
CA-2022-130904;11/04/2022;17/04/2022;HM-14980;OFF-AR-10000422;1;20 %;Standard Class
CA-2022-156272;21/03/2022;26/03/2022;PW-19030;OFF-AP-10001242;1;20 %;Standard Class
CA-2022-155824;10/03/2022;15/03/2022;KS-16300;OFF-AP-10000390;1;20 %;Standard Class
CA-2022-124940;21/02/2022;26/02/2022;DK-13090;TEC-AC-10002076;1;20 %;Standard Class
CA-2022-115105;06/02/2022;12/02/2022;BD-11770;FUR-BO-10001811;1;20 %;Standard Class
CA-2022-160122;18/11/2022;23/11/2022;RD-19930;OFF-EN-10002592;6;20 %;Standard Class
US-2022-136679;14/11/2022;19/11/2022;XP-21865;TEC-AC-10004855;6;20 %;Standard Class
CA-2022-122490;13/11/2022;22/11/2022;TT-21070;FUR-CH-10001215;6;20 %;Standard Class
US-2022-132220;12/11/2022;18/11/2022;DJ-13510;TEC-AC-10004227;6;20 %;Standard Class
CA-2022-152275;01/10/2022;07/10/2022;KH-16630;OFF-AR-10000369;6;20 %;Standard Class
CA-2022-123778;23/09/2022;28/09/2022;BS-11755;OFF-BI-10000822;6;20 %;Standard Class
CA-2022-168403;09/09/2022;14/09/2022;DK-12835;OFF-PA-10002036;6;20 %;Standard Class
CA-2022-146920;28/08/2022;05/09/2022;SC-20305;OFF-PA-10002479;6;20 %;Standard Class
CA-2022-136623;11/07/2022;18/07/2022;TS-21430;TEC-PH-10000004;6;20 %;Standard Class
CA-2022-127460;10/07/2022;16/07/2022;FG-14260;OFF-ST-10004340;6;20 %;Standard Class
CA-2022-148810;26/06/2022;03/07/2022;DR-12880;OFF-LA-10004689;6;20 %;Standard Class
CA-2022-133648;25/06/2022;03/07/2022;ML-17755;OFF-LA-10003923;6;20 %;Standard Class
CA-2022-106852;20/06/2022;25/06/2022;ST-20530;OFF-PA-10001639;6;20 %;Standard Class
US-2022-108700;19/05/2022;24/05/2022;PJ-18835;OFF-PA-10004733;6;20 %;Standard Class
CA-2022-133865;08/05/2022;13/05/2022;PS-19045;TEC-CO-10001046;6;20 %;Standard Class
CA-2022-135076;13/04/2022;17/04/2022;YS-21880;FUR-CH-10003774;6;20 %;Standard Class
CA-2022-111591;21/03/2022;29/03/2022;PS-18970;OFF-BI-10004410;6;20 %;Standard Class
CA-2022-110884;07/03/2022;12/03/2022;SH-20395;OFF-BI-10003669;6;20 %;Standard Class
US-2022-147669;25/12/2022;04/01/2023;SV-20935;TEC-AC-10002473;7;20 %;Standard Class
CA-2022-164000;18/12/2022;24/12/2022;AH-10030;OFF-AR-10003183;7;20 %;Standard Class
CA-2022-136063;15/12/2022;19/12/2022;SS-20140;OFF-AR-10000823;7;20 %;Standard Class
US-2022-110576;28/11/2022;03/12/2022;RB-19795;FUR-FU-10003601;7;20 %;Standard Class
CA-2022-107125;27/11/2022;04/12/2022;BD-11320;OFF-BI-10001989;7;20 %;Standard Class
US-2022-158946;18/11/2022;22/11/2022;JW-15220;OFF-AR-10001860;7;20 %;Standard Class
CA-2022-100902;17/11/2022;22/11/2022;CK-12595;OFF-PA-10002558;7;20 %;Standard Class
CA-2022-110310;27/10/2022;02/11/2022;NB-18655;OFF-PA-10001685;7;20 %;Standard Class
CA-2022-125199;19/10/2022;23/10/2022;HM-14860;OFF-AR-10002956;7;20 %;Standard Class
CA-2022-111577;16/10/2022;22/10/2022;AJ-10780;OFF-PA-10000062;7;20 %;Standard Class
CA-2022-152933;12/10/2022;17/10/2022;MG-17650;TEC-PH-10002085;7;20 %;Standard Class
CA-2022-166856;18/09/2022;24/09/2022;TS-21505;OFF-BI-10002012;7;20 %;Standard Class
US-2022-163300;15/09/2022;20/09/2022;ES-14020;OFF-BI-10004390;7;20 %;Standard Class
CA-2022-130302;14/09/2022;19/09/2022;CY-12745;TEC-AC-10002001;7;20 %;Standard Class
CA-2022-152485;04/09/2022;12/09/2022;JD-15790;OFF-AR-10003759;7;20 %;Standard Class
US-2022-102183;21/08/2022;29/08/2022;PK-19075;OFF-BI-10003476;7;20 %;Standard Class
CA-2022-128363;13/08/2022;23/08/2022;DC-12850;OFF-AP-10001563;7;20 %;Standard Class
US-2022-107979;08/06/2022;13/06/2022;FO-14305;TEC-AC-10002006;7;20 %;Standard Class
CA-2022-126382;03/06/2022;08/06/2022;HK-14890;FUR-FU-10002960;7;20 %;Standard Class
CA-2022-102820;07/05/2022;13/05/2022;CS-11950;TEC-PH-10003437;7;20 %;Standard Class
CA-2022-162075;18/03/2022;23/03/2022;TT-21220;TEC-PH-10001557;7;20 %;Standard Class
CA-2022-117513;03/03/2022;07/03/2022;BT-11395;FUR-TA-10001520;7;20 %;Standard Class
CA-2022-160423;21/01/2022;28/01/2022;PS-19045;OFF-ST-10004340;7;20 %;Standard Class
US-2022-103814;09/12/2022;13/12/2022;LH-16900;OFF-PA-10001019;9;20 %;Standard Class
CA-2022-157469;02/12/2022;08/12/2022;ES-14080;OFF-AR-10001662;9;20 %;Standard Class
CA-2022-119004;23/11/2022;28/11/2022;JM-15250;TEC-AC-10003499;8;20 %;Standard Class
CA-2022-144036;22/11/2022;27/11/2022;FO-14305;OFF-AR-10000122;8;20 %;Standard Class
CA-2022-130043;15/09/2022;20/09/2022;BB-11545;OFF-PA-10002230;8;20 %;Standard Class
CA-2022-100335;07/09/2022;12/09/2022;NF-18595;OFF-PA-10001685;9;20 %;Standard Class
CA-2022-163097;27/08/2022;06/09/2022;SF-20200;FUR-FU-10004973;8;20 %;Standard Class
CA-2022-119809;18/08/2022;24/08/2022;YS-21880;OFF-BI-10003925;9;20 %;Standard Class
CA-2022-137085;29/06/2022;03/07/2022;CT-11995;OFF-BI-10000632;9;20 %;Standard Class
CA-2022-138310;26/06/2022;02/07/2022;NP-18700;TEC-AC-10001990;9;20 %;Standard Class
CA-2022-107167;10/06/2022;14/06/2022;ND-18460;OFF-ST-10003805;8;20 %;Standard Class
CA-2022-166695;20/05/2022;26/05/2022;CC-12430;FUR-CH-10000225;8;20 %;Standard Class
CA-2022-108322;30/04/2022;07/05/2022;SS-20140;FUR-FU-10001935;8;20 %;Standard Class
US-2022-126060;14/04/2022;20/04/2022;DW-13585;FUR-BO-10003433;8;20 %;Standard Class
US-2022-119039;06/03/2022;13/03/2022;BF-11170;OFF-BI-10004182;9;20 %;Standard Class
CA-2022-127621;03/03/2022;08/03/2022;RE-19450;OFF-PA-10001307;8;20 %;Standard Class
CA-2022-111738;03/01/2022;08/01/2022;CM-12385;OFF-BI-10004584;8;20 %;Standard Class
CA-2022-145219;24/12/2022;26/12/2022;RM-19675;TEC-CO-10001449;6;20 %;First Class
CA-2022-121216;23/12/2022;30/12/2022;MM-17920;OFF-PA-10004519;8;20 %;Second Class
CA-2022-108287;18/12/2022;20/12/2022;AG-10330;OFF-AR-10001315;9;20 %;First Class
CA-2022-149706;11/12/2022;14/12/2022;AS-10285;TEC-AC-10001284;7;20 %;First Class
CA-2022-118017;03/12/2022;13/12/2022;LC-16870;OFF-AR-10003856;6;20 %;Second Class
CA-2022-109701;02/12/2022;02/12/2022;AM-10360;OFF-BI-10004187;6;20 %;Same Day
CA-2022-103156;23/11/2022;24/11/2022;TD-20995;FUR-FU-10000320;9;20 %;First Class
CA-2022-156622;23/11/2022;23/11/2022;JP-15460;OFF-PA-10000477;7;20 %;First Class
CA-2022-121818;20/11/2022;21/11/2022;JH-15430;OFF-AR-10000203;7;20 %;First Class
CA-2022-143021;19/11/2022;22/11/2022;AP-10720;OFF-BI-10001628;7;20 %;Same Day
CA-2022-162929;19/11/2022;24/11/2022;AS-10135;OFF-BI-10000404;6;20 %;First Class
CA-2022-102925;05/11/2022;15/11/2022;CD-12280;OFF-BI-10002735;6;20 %;Second Class
CA-2022-163125;09/10/2022;16/10/2022;MB-17305;OFF-AR-10004344;7;20 %;Second Class
US-2022-120908;30/09/2022;03/10/2022;BF-10975;OFF-LA-10004677;7;20 %;First Class
CA-2022-112984;16/09/2022;21/09/2022;EH-14185;OFF-PA-10003657;6;20 %;Second Class
CA-2022-165008;15/09/2022;21/09/2022;DO-13645;OFF-BI-10002794;9;20 %;Second Class
CA-2022-166898;11/09/2022;18/09/2022;KH-16630;TEC-PH-10002564;6;20 %;Second Class
CA-2022-152198;09/09/2022;09/09/2022;JD-16015;OFF-LA-10000443;6;20 %;First Class
CA-2022-126396;08/09/2022;13/09/2022;AR-10345;TEC-AC-10003116;6;20 %;Second Class
CA-2022-116680;04/09/2022;10/09/2022;PK-19075;OFF-BI-10004022;6;20 %;Second Class
US-2022-135062;31/08/2022;06/09/2022;RL-19615;OFF-PA-10000100;7;20 %;Second Class
CA-2022-104024;29/08/2022;03/09/2022;MD-17860;OFF-AR-10001972;7;20 %;Second Class
CA-2022-139717;24/08/2022;30/08/2022;DM-13015;OFF-AP-10000938;8;20 %;Second Class
CA-2022-129021;23/08/2022;04/09/2022;PO-18850;TEC-PH-10001459;13;20 %;Second Class
CA-2022-121489;21/08/2022;28/08/2022;CM-11815;FUR-CH-10004698;6;20 %;Second Class
US-2022-117723;15/08/2022;21/08/2022;DL-13495;OFF-ST-10004459;6;20 %;Second Class
CA-2022-154676;05/08/2022;09/08/2022;NZ-18565;OFF-ST-10001172;9;20 %;First Class
US-2022-158505;21/07/2022;22/07/2022;SF-20200;TEC-PH-10004071;9;20 %;Same Day
CA-2022-121503;03/07/2022;09/07/2022;FH-14275;OFF-PA-10001878;7;20 %;Second Class
CA-2022-105214;16/06/2022;16/06/2022;TS-21610;FUR-CH-10000015;7;20 %;First Class
CA-2022-111269;16/06/2022;21/06/2022;CS-12355;TEC-AC-10001606;6;20 %;Second Class
US-2022-131583;10/06/2022;10/06/2022;CL-11890;OFF-PA-10000380;6;20 %;Same Day
CA-2022-140760;02/06/2022;07/06/2022;DO-13435;OFF-PA-10002479;6;20 %;Second Class
CA-2022-113530;19/05/2022;24/05/2022;BC-11125;FUR-CH-10002647;12;20 %;Second Class
CA-2022-107797;08/05/2022;13/05/2022;EB-13705;OFF-PA-10003848;8;20 %;Second Class
CA-2022-105991;05/05/2022;05/05/2022;LH-17020;OFF-EN-10002600;9;20 %;First Class
CA-2022-132213;25/04/2022;26/04/2022;PN-18775;OFF-AR-10004078;9;20 %;First Class
CA-2022-116953;24/04/2022;27/04/2022;SV-20935;TEC-PH-10004614;10;20 %;First Class
CA-2022-105410;19/03/2022;22/03/2022;ND-18370;OFF-BI-10004970;6;20 %;First Class
CA-2022-116204;11/02/2022;15/02/2022;VW-21775;OFF-BI-10001759;7;20 %;Second Class
US-2022-106131;14/01/2022;17/01/2022;TP-21565;TEC-AC-10003027;7;20 %;First Class
CA-2022-107748;10/12/2022;16/12/2022;AG-10330;TEC-PH-10003215;4;20 %;Second Class
US-2022-131961;08/12/2022;10/12/2022;MJ-17740;OFF-AR-10004441;4;20 %;First Class
US-2022-120089;30/11/2022;01/12/2022;ML-17755;OFF-AP-10003779;4;20 %;Same Day
CA-2022-121468;19/11/2022;24/11/2022;KD-16345;TEC-PH-10000376;4;20 %;First Class
CA-2022-158876;19/11/2022;25/11/2022;AB-10150;OFF-PA-10000308;4;20 %;Second Class
US-2022-165344;13/11/2022;15/11/2022;SB-20290;TEC-AC-10002399;4;20 %;First Class
US-2022-136707;12/11/2022;15/11/2022;JE-15610;OFF-BI-10003460;4;20 %;First Class
CA-2022-134915;12/11/2022;16/11/2022;EM-14140;TEC-AC-10001266;4;20 %;Same Day
CA-2022-114258;05/11/2022;11/11/2022;EM-13825;TEC-PH-10003012;4;20 %;Second Class
US-2022-145597;02/11/2022;05/11/2022;GG-14650;OFF-AR-10001958;4;20 %;First Class
CA-2022-127180;22/10/2022;26/10/2022;TA-21385;TEC-CO-10004722;4;20 %;First Class
CA-2022-132430;09/10/2022;10/10/2022;CP-12085;FUR-FU-10003577;4;20 %;First Class
CA-2022-162635;09/10/2022;13/10/2022;EB-14170;OFF-PA-10002659;;20 %;First Class
CA-2022-140508;18/09/2022;19/09/2022;PA-19060;OFF-EN-10000927;4;20 %;First Class
CA-2022-115882;14/09/2022;17/09/2022;DB-13555;OFF-AP-10002534;4;20 %;First Class
CA-2022-117044;11/09/2022;17/09/2022;HA-14920;OFF-FA-10000936;4;20 %;Second Class
CA-2022-152856;08/09/2022;12/09/2022;RS-19765;TEC-AC-10004864;4;20 %;Second Class
CA-2022-109757;04/09/2022;12/09/2022;MD-17350;OFF-AR-10002335;4;20 %;Second Class
CA-2022-144064;29/08/2022;01/09/2022;CP-12085;OFF-LA-10004544;4;20 %;First Class
CA-2022-101273;27/08/2022;03/09/2022;ST-20530;OFF-AP-10000804;4;20 %;Second Class
CA-2022-139311;11/08/2022;16/08/2022;SF-20965;OFF-PA-10001776;4;20 %;First Class
CA-2022-107209;27/07/2022;02/08/2022;JW-15955;FUR-CH-10001146;4;20 %;Second Class
CA-2022-121293;25/07/2022;01/08/2022;JC-15775;FUR-FU-10000732;4;20 %;Second Class
US-2022-111024;03/07/2022;12/07/2022;SZ-20035;OFF-PA-10000174;4;20 %;Second Class
CA-2022-102337;13/06/2022;16/06/2022;SD-20485;OFF-ST-10004804;4;20 %;First Class
CA-2022-158883;02/06/2022;02/06/2022;CS-11860;OFF-PA-10004733;4;20 %;Same Day
US-2022-166324;20/04/2022;22/04/2022;BE-11455;OFF-ST-10000078;4;20 %;First Class
CA-2022-157966;13/03/2022;14/03/2022;SU-20665;OFF-AR-10000799;4;20 %;Same Day
CA-2022-131828;11/02/2022;16/02/2022;CS-11845;FUR-CH-10004495;4;20 %;Second Class
CA-2022-157273;30/01/2022;01/02/2022;SZ-20035;TEC-PH-10002275;4;20 %;First Class
CA-2022-145310;22/12/2022;27/12/2022;JP-15520;OFF-EN-10002621;1;20 %;Second Class
CA-2022-128699;03/12/2022;09/12/2022;ND-18370;TEC-AC-10001990;1;20 %;Second Class
US-2022-153633;13/11/2022;18/11/2022;TC-21295;OFF-AR-10002335;1;20 %;Second Class
CA-2022-153339;03/11/2022;08/11/2022;DJ-13510;FUR-FU-10001967;1;20 %;Second Class
CA-2022-151225;27/10/2022;30/10/2022;JM-15655;FUR-TA-10001539;1;20 %;First Class
CA-2022-167094;21/10/2022;22/10/2022;DK-12835;OFF-PA-10003953;1;20 %;First Class
CA-2022-114804;17/10/2022;22/10/2022;BF-11020;TEC-PH-10001700;1;20 %;Second Class
CA-2022-129378;01/10/2022;05/10/2022;NS-18505;OFF-BI-10002012;1;20 %;First Class
US-2022-125717;28/09/2022;30/09/2022;DS-13030;FUR-FU-10001979;1;20 %;First Class
US-2022-139955;28/09/2022;03/10/2022;CM-12160;OFF-SU-10001935;1;20 %;Second Class
CA-2022-156391;26/09/2022;27/09/2022;SL-20155;OFF-AR-10003251;1;20 %;First Class
CA-2022-127096;15/09/2022;20/09/2022;CS-12400;FUR-TA-10003473;1;20 %;Second Class
CA-2022-112774;11/09/2022;12/09/2022;RC-19960;FUR-FU-10003039;1;20 %;First Class
CA-2022-100783;04/09/2022;09/09/2022;JK-16120;OFF-AR-10000380;1;20 %;Second Class
US-2022-162208;27/08/2022;02/09/2022;SP-20620;OFF-EN-10004030;1;20 %;First Class
CA-2022-155047;27/08/2022;01/09/2022;SE-20110;OFF-AR-10003338;1;20 %;First Class
CA-2022-131037;22/08/2022;25/08/2022;TM-21490;FUR-TA-10001768;1;20 %;First Class
CA-2022-144750;21/08/2022;23/08/2022;DL-13495;OFF-PA-10003395;1;20 %;Same Day
CA-2022-163321;07/08/2022;13/08/2022;FM-14380;TEC-AC-10004571;1;20 %;Second Class
CA-2022-115805;31/07/2022;02/08/2022;KW-16435;TEC-PH-10003092;1;20 %;Same Day
US-2022-152492;06/07/2022;08/07/2022;AH-10585;FUR-CH-10000155;1;20 %;Same Day
CA-2022-116127;25/06/2022;01/07/2022;SB-20185;FUR-BO-10002213;1;20 %;Second Class
CA-2022-151218;20/06/2022;22/06/2022;PJ-19015;OFF-ST-10004835;1;20 %;First Class
CA-2022-118864;15/06/2022;20/06/2022;KH-16690;TEC-PH-10001809;1;20 %;Second Class
US-2022-120418;11/06/2022;13/06/2022;BC-11125;FUR-CH-10001394;1;20 %;First Class
CA-2022-102414;15/05/2022;20/05/2022;JA-15970;TEC-PH-10002923;1;20 %;Second Class
CA-2022-162474;13/03/2022;15/03/2022;FH-14275;TEC-PH-10004700;1;20 %;First Class
CA-2022-127474;03/02/2022;08/02/2022;RD-19810;OFF-PA-10001166;1;20 %;Second Class
CA-2022-167752;15/01/2022;20/01/2022;RW-19690;OFF-AP-10000159;1;20 %;First Class
CA-2022-138779;14/01/2022;17/01/2022;RB-19570;OFF-EN-10002504;1;20 %;First Class
CA-2022-156958;05/12/2022;07/12/2022;PB-18805;OFF-BI-10001524;5;20 %;First Class
CA-2022-161459;25/11/2022;29/11/2022;EB-13750;TEC-PH-10004071;5;20 %;Second Class
CA-2022-104864;18/11/2022;26/11/2022;JS-15685;OFF-ST-10002301;5;20 %;Second Class
CA-2022-141719;17/11/2022;22/11/2022;EG-13900;TEC-AC-10003610;5;20 %;Second Class
CA-2022-134978;12/11/2022;18/11/2022;EB-13705;OFF-BI-10003274;5;20 %;Second Class
CA-2022-115448;11/11/2022;13/11/2022;MH-18025;FUR-FU-10004090;5;20 %;First Class
CA-2022-158561;11/11/2022;15/11/2022;BB-11545;OFF-AP-10002651;5;20 %;Second Class
CA-2022-150959;11/11/2022;12/11/2022;TD-20995;OFF-LA-10001045;5;20 %;First Class
CA-2022-123967;01/11/2022;08/11/2022;SF-20200;OFF-BI-10001308;5;20 %;Second Class
CA-2022-144820;03/10/2022;08/10/2022;LW-16825;OFF-AR-10004817;5;20 %;Second Class
CA-2022-162572;25/09/2022;02/10/2022;RB-19360;TEC-AC-10003628;5;20 %;Second Class
CA-2022-144456;08/09/2022;10/09/2022;FC-14245;OFF-ST-10001321;5;20 %;First Class
US-2022-111241;20/08/2022;28/08/2022;GM-14500;OFF-BI-10002867;5;20 %;Second Class
US-2022-111423;17/08/2022;21/08/2022;EH-13765;OFF-BI-10003091;5;20 %;First Class
CA-2022-163566;03/08/2022;07/08/2022;TB-21055;OFF-LA-10004484;5;20 %;First Class
CA-2022-133235;01/08/2022;03/08/2022;LH-16750;TEC-PH-10002660;5;20 %;First Class
US-2022-135013;24/07/2022;28/07/2022;HR-14830;TEC-CO-10001449;5;20 %;Same Day
CA-2022-115651;09/07/2022;13/07/2022;NS-18640;OFF-AR-10001130;5;20 %;First Class
CA-2022-107958;02/07/2022;07/07/2022;AH-10120;OFF-PA-10000357;5;20 %;First Class
CA-2022-138149;29/06/2022;30/06/2022;WB-21850;OFF-BI-10003091;5;20 %;First Class
CA-2022-101049;21/06/2022;27/06/2022;AS-10240;FUR-FU-10004415;5;20 %;Second Class
CA-2022-100951;09/06/2022;10/06/2022;NC-18625;OFF-ST-10001496;5;20 %;First Class
US-2022-112928;01/06/2022;05/06/2022;BB-10990;OFF-AP-10002287;5;20 %;Second Class
CA-2022-160458;27/05/2022;31/05/2022;EH-13945;OFF-PA-10001166;5;20 %;Second Class
CA-2022-120218;25/05/2022;26/05/2022;TB-21625;OFF-BI-10004519;5;20 %;Same Day
US-2022-158218;12/05/2022;18/05/2022;AC-10420;OFF-ST-10000563;annulé;20 %;Second Class
CA-2022-118199;09/05/2022;09/05/2022;LB-16795;OFF-BI-10004330;5;20 %;First Class
CA-2022-115070;10/04/2022;17/04/2022;MG-18205;FUR-FU-10003829;5;20 %;Second Class
CA-2022-120719;23/03/2022;25/03/2022;SJ-20125;OFF-BI-10002103;5;20 %;First Class
CA-2022-152499;22/01/2022;30/01/2022;EH-13765;OFF-FA-10002975;5;20 %;Second Class
CA-2022-152079;20/01/2022;22/01/2022;ML-17410;OFF-LA-10001613;5;20 %;First Class
CA-2022-157420;21/11/2022;22/11/2022;HZ-14950;TEC-PH-10003555;3;20 %;Same Day
CA-2022-136308;16/11/2022;17/11/2022;MW-18235;TEC-MA-10000488;3;20 %;Same Day
CA-2022-128370;10/09/2022;13/09/2022;FH-14275;FUR-CH-10002602;3;20 %;Same Day
CA-2022-111388;02/09/2022;02/09/2022;SU-20665;FUR-CH-10003061;3;20 %;Same Day
CA-2022-130036;27/08/2022;30/08/2022;BP-11185;OFF-PA-10000528;3;20 %;Same Day
CA-2022-105620;25/12/2022;28/12/2022;JH-15430;FUR-FU-10004963;3;20 %;First Class
CA-2022-158967;10/12/2022;13/12/2022;BT-11680;FUR-FU-10001940;3;20 %;First Class
CA-2022-137099;07/12/2022;08/12/2022;FP-14320;TEC-PH-10002496;3;20 %;First Class
CA-2022-147550;04/12/2022;05/12/2022;KE-16420;FUR-FU-10001918;3;20 %;First Class
CA-2022-127313;01/12/2022;02/12/2022;RA-19285;OFF-ST-10001228;3;20 %;First Class
US-2022-119662;13/11/2022;14/11/2022;CS-12400;OFF-ST-10003656;3;20 %;First Class
CA-2022-158246;09/11/2022;10/11/2022;JB-15400;FUR-CH-10003061;3;20 %;First Class
CA-2022-113670;15/10/2022;20/10/2022;RS-19765;FUR-TA-10001705;3;20 %;First Class
CA-2022-163160;13/10/2022;15/10/2022;TS-21610;OFF-PA-10003127;3;20 %;First Class
CA-2022-138422;23/09/2022;23/09/2022;KN-16705;OFF-EN-10004147;3;20 %;First Class
CA-2022-121314;23/09/2022;26/09/2022;BE-11410;OFF-PA-10003395;3;20 %;First Class
CA-2022-136448;16/09/2022;18/09/2022;AS-10090;TEC-AC-10001109;3;20 %;First Class
CA-2022-132353;15/09/2022;15/09/2022;DB-13060;TEC-PH-10004536;3;20 %;First Class
CA-2022-147403;10/09/2022;15/09/2022;KH-16630;OFF-PA-10003302;3;20 %;First Class
CA-2022-110821;07/08/2022;11/08/2022;CK-12205;TEC-AC-10001552;3;20 %;First Class
CA-2022-133718;23/07/2022;29/07/2022;TB-21520;OFF-BI-10003429;3;20 %;First Class
CA-2022-124828;03/07/2022;08/07/2022;YS-21880;OFF-AR-10003514;3;20 %;First Class
US-2022-133781;22/06/2022;22/06/2022;DC-12850;OFF-EN-10004483;3;20 %;First Class
CA-2022-157833;17/06/2022;18/06/2022;KD-16345;OFF-BI-10001721;3;20 %;First Class
CA-2022-146346;17/06/2022;19/06/2022;RA-19945;OFF-ST-10001418;3;20 %;First Class
CA-2022-126788;05/06/2022;06/06/2022;AB-10105;TEC-PH-10001619;3;20 %;First Class
CA-2022-134810;09/05/2022;11/05/2022;MC-17605;OFF-EN-10002504;3;20 %;First Class
CA-2022-110198;01/05/2022;02/05/2022;AG-10900;FUR-BO-10001798;3;20 %;First Class
CA-2022-140802;21/04/2022;22/04/2022;KN-16390;TEC-AC-10001998;3;20 %;First Class
CA-2022-119389;17/04/2022;18/04/2022;BG-11740;FUR-FU-10001473;3;20 %;First Class
CA-2022-144932;14/04/2022;17/04/2022;AB-10165;OFF-AR-10003560;3;20 %;First Class
CA-2022-122154;09/04/2022;12/04/2022;SA-20830;OFF-LA-10000121;3;20 %;First Class
CA-2022-127264;03/04/2022;07/04/2022;SA-20830;OFF-AR-10003045;3;20 %;First Class
CA-2022-160031;04/12/2022;10/12/2022;LT-16765;OFF-PA-10000241;3;20 %;Second Class
US-2022-148768;30/11/2022;04/12/2022;PN-18775;TEC-PH-10002564;3;20 %;Second Class
CA-2022-137365;30/11/2022;05/12/2022;BP-11095;TEC-AC-10001767;3;20 %;Second Class
CA-2022-111689;30/11/2022;05/12/2022;HP-14815;OFF-BI-10003984;3;20 %;Second Class
CA-2022-165204;13/11/2022;19/11/2022;MN-17935;OFF-PA-10003424;3;20 %;Second Class
CA-2022-163874;10/11/2022;14/11/2022;NC-18535;OFF-BI-10000088;3;20 %;Second Class
CA-2022-167941;06/11/2022;13/11/2022;JF-15565;OFF-AP-10002118;3;20 %;Second Class
CA-2022-130834;03/11/2022;07/11/2022;JM-16195;OFF-PA-10003673;3;20 %;Second Class
CA-2022-139353;28/10/2022;02/11/2022;JM-15250;FUR-FU-10001876;3;20 %;Second Class
CA-2022-110373;27/10/2022;31/10/2022;MA-17560;OFF-AR-10003045;3;20 %;Second Class
CA-2022-107727;19/10/2022;24/10/2022;MA-17560;OFF-PA-10000249;3;20 %;Second Class
CA-2022-144694;24/09/2022;30/09/2022;BD-11605;TEC-AC-10002857;3;20 %;Second Class
CA-2022-136000;22/09/2022;26/09/2022;SC-20440;OFF-BI-10004828;3;20 %;Second Class
CA-2022-105669;17/09/2022;25/09/2022;SJ-20125;OFF-AR-10000390;3;20 %;Second Class
CA-2022-112515;17/09/2022;25/09/2022;AS-10225;OFF-BI-10000829;3;20 %;Second Class
CA-2022-102750;04/09/2022;10/09/2022;GM-14695;FUR-TA-10000198;3;20 %;Second Class
CA-2022-163069;18/08/2022;24/08/2022;PJ-19015;OFF-AR-10001419;3;20 %;Second Class
CA-2022-123239;27/07/2022;02/08/2022;MG-18145;FUR-FU-10001602;3;20 %;Second Class
CA-2022-105053;07/07/2022;14/07/2022;CS-12355;OFF-BI-10001634;3;20 %;Second Class
CA-2022-162712;18/06/2022;25/06/2022;NK-18490;OFF-PA-10000167;3;20 %;Second Class
CA-2022-119424;12/06/2022;17/06/2022;SB-20185;TEC-PH-10002564;3;20 %;Second Class
CA-2022-132682;08/06/2022;13/06/2022;TH-21235;OFF-SU-10004231;3;20 %;Second Class
CA-2022-145702;19/05/2022;24/05/2022;AH-10075;FUR-CH-10001482;3;20 %;Second Class
CA-2022-134495;01/04/2022;07/04/2022;BF-11020;TEC-PH-10004897;3;20 %;Second Class
CA-2022-117156;21/03/2022;26/03/2022;TB-21055;OFF-EN-10003845;3;20 %;Second Class
CA-2022-105445;20/02/2022;26/02/2022;BP-11095;OFF-FA-10001229;3;20 %;Second Class
CA-2022-164707;18/02/2022;24/02/2022;CV-12805;TEC-PH-10001924;3;20 %;Second Class
CA-2022-117870;27/01/2022;01/02/2022;JH-15820;OFF-AR-10004078;3;20 %;Second Class
